alter_name,copyright_year,description,duration,genre,high,img,low,medium,name,origin,id
Nhân Chứng Nhí,2016,"
                  Mẹ đi công tác, chỉ còn Olivia và anh trai ở nhà. Ngay đêm đầu tiên, do không ngủ được, cô bé bắt ngờ bắt gặp cảnh một băng cướp băt cóc hàng xóm của mình khi trời đã khuya. Không nhận được sự tin tưởng từ cảnh sát khi trình báo, cô bé quyết định tự mình phá án.
                ",94 phút,"Hình Sự,Gia Đình",,http://static.tamnhinso.info/posters/ace_the_case.jpg,,,Ace the Case,Mỹ,1127
Mục Tiêu Thép 2,2015,"
                  Võ sĩ Wes Baylor (Scott Adkins) không thể từ chối một triệu đô la tiền thưởng cho một cuộc đấu ở Myanmar. Nhưng khi anh đến nơi để thi đấu, thì anh mới biết là đã bị lừa và trở thành mục tiêu của một cuộc săn lùng con người. Wes phải tìm cách trốn các nhóm vũ trang được thuê để giết anh ta. Lúc này bắt buộc anh phải chiến đấu cho cuộc sống của mình trong địa hình rừng nguy hiểm, những người thợ săn trở thành kẻ bị truy lùng...
                ",104 phút,"Hành Động,Giật Gân",,http://static.tamnhinso.info/posters/hard_target_2.jpg,,,Hard Target 2,Mỹ,1128
Vệ Sĩ,2016,"
                  Phim xoay quanh câu chuyện báo thù của chàng trai giỏi võ (Nhạc Tùng) đang trên đường tìm kiếm vị sư huynh của mình Lý Giang (Thích Hành Vũ) vô tình trở thành vệ sĩ cho một thiên kim tiểu thư Lý Phỉ Phỉ (Lý Vũ Phỉ), làm những chuyện hết sức điên rồ.
                ",93 phút,"Hành Động,Võ Thuật,Thuyết minh",,http://static.tamnhinso.info/posters/the_bodyguard__wai_man_chan_.jpg,,,The Bodyguard (Wai-Man Chan),Trung Quốc,1129
April Và Thế Giới Lạ Thường,2015,"
                  Lấy bối cảnh Paris giả tưởng với phong cách steampunk ấn tượng, phim kể về cô bé April đi tìm kiếm cha mẹ mình, họ là những nhà khoa học đã mất tích bí ẩn.
                ",105 phút,"Hoạt Hình,Hài Hước,Phiêu Lưu",,http://static.tamnhinso.info/posters/april_and_the_extraordinary_world.jpg,,,April and the Extraordinary World,Pháp,1130
Kẻ Phản Bội,2016,"
                  Peter và bạn gái của mình Gail, đã đi nghỉ mát ở Nga, và anh đã được thách thức đến một trận giao hữu tennis, và dần dần anh nhận ra mình đang bị lôi kéo vào kế hoạch của một nhà tài phiệt Nga để làm cầu nối cho băng đảng tội phạm Mafia tại Nga với một cơ quan bí mật ở Anh...
                ",108 phút,Giật Gân,,http://static.tamnhinso.info/posters/our_kind_of_traitor.jpg,,,Our Kind of Traitor,Anh,1131
Cuộc Sống Ở Một Thị Trấn,2016,"
                  Hiroshi Makita (Ryo Kase) là bác sĩ thú y của chính phủ ở một Trung tâm Phúc lợi Động vật. Anh thực hiện công việc của mình theo luật của Nhà nước: thực hiện trợ tử cho chó mèo bị bỏ rơi. Makita rất bất mãn về công việc của mình, nhưng anh cũng biết rằng phải có ai đó thực hiện nó. Đồng nghiệp của anh, Aki Hataeda (Toda Erika), cũng mang trong mình cảm giác day dứt khi phải thực hiện công việc đó.
Ayako Takano (Yuko Tanaka) trở thành giám đốc mới ở Trung tâm Phúc lợi Động vật. Bà cố gắng thay đổi tình hình hiện tại ở trung tâm. Cuối cùng, công việc trợ tử động vật đã được giảm một cách đáng kể. Nhưng đột nhiên, họ lại phải đối mặt với một tình huống không thể ngờ đến...
                ",115 phút,,,http://static.tamnhinso.info/posters/konomachi_no_inochi_ni.jpg,,,Konomachi No Inochi Ni,Nhật Bản,1132
Phong Thần Truyền Kỳ,2016,"
                  3000 năm trước, cuối thời Thương, hôn quân Trụ Vương bị phi tần là Đắc Kỉ gian xảo mê hoặc, cùng với Thân Công Báo, có ý triệu hồi các thế lực hắc ám để đánh bại Hắc Long, thời gian đó yêu quái hoành hành, dân chúng lầm than... Vì thế để ngăn cản điều đó, Khương Tử Nha, Lôi Chấn Tử, Na Tra và Dương Tiễn hợp sức tìm cây kiếm Ánh sáng để trừ yêu quái, đồng thời giúp Võ Vương dẫn theo đội quân từ Tây Vực để đánh Triều Ca.
                ",109 phút,"Viễn Tưởng,Cổ Trang,Võ Thuật,Thuyết minh",,http://static.tamnhinso.info/posters/league_of_gods.jpg,,,League of Gods,Trung Quốc,1133
Đối Đầu,2016,"
                  Sau khi FBI nhận được một mối đe dọa lại toàn bộ thành phố, một hợp (Copeland)và một chuyên gia CNTT (Perry) đang rơi vào một loạt các trò chơi tâm trí với một sư hình sự, tuyệt vọng chạy đua với thời gian để khám phá chương trình nghị sự thậtcủa nhân vật phản diện khi họ chiến đấu để bảo vệ hàng ngàn cuộc sống. Copelandvà Perry cung cấp một đòn đập vào này phim kinh dị electrifying crackles với các cạnh của-your-chỗ bị đình hoãn.
                ",93 phút,"Hành Động,Giật Gân",,http://static.tamnhinso.info/posters/interrogation.jpg,,,Interrogation,Mỹ,1134
Kết Bạn Với Ma,2016,"
                  Laura là một hotgirl của trường, đang sống những tháng ngày sinh viên thật hạnh phúc và tươi sáng với gia đình và 800 người bạn trên Facebook. Đến khi chấp nhận lời mời kết bạn của người bạn cùng lớp nhưng vô cùng bí ẩn – Marina, Laura vô hình dung đã tự tạo cho mình một lời nguyền. 

Tài khoản Facebook của cô gái đã chết nhưng linh hồn không siêu thoát đã dẫn Laura đến một sự cô độc, bi thương. Thế giới ảo lẫn thực của cô đã bị hồn ma thống trị. Hơn thế, những người bạn thân cũng lần lượt bị giết chết thảm hại. Liệu cuối cùng, sẽ còn ai sống sót, lời nguyền ma ám kia có được hoá giải?
                ",92 phút,"Kinh Dị,Giật Gân",,http://static.tamnhinso.info/posters/friend_request.jpg,,,Friend Request,Mỹ,1135
Lang Nữ Và Hắc Hoàng Tử,2016,"
                  Shinohara Erika (Fumi Nikaido) là học sinh cấp 3 năm nhất. Trong khi nói chuyện với bạn bè, cô đã nguỵ tạo nên chuyện “anh yêu” của mình.
Thực tế thì cô chẳng có “anh yêu” nào cả. Bạn bè của cô sắp phát hiện ra chuyện cô nói dối và Erika cũng hết lời để mà nguỵ tạo nữa. Sau đó Erika tình cờ nhìn thấy một chàng trai vô cùng đẹp trai xuất hiện trên phố, cô đã bám theo và chụp trộm ảnh của cậu.
Chàng trai bị Erika chụp trộm là Sata Kyoya  (Kento Yamazaki) và tình cờ thay cậu ta lại học chung trường với Erika. Cô nói mọi chuyện của mình với Kyoya và nhờ cậu giả làm bạn trai của mình. Dù bề ngoài của Kyoya vô cùng bắt mắt, tuy nhiên phía sau vẻ bề ngoài đó là một “mặt tối”.
                ",116 phút,"Tình Cảm,Học Đường",https://lh3.googleusercontent.com/Xeozs2gUbaTtQLT6vCKnLo7WyhivCyvuO9p-Yxn6NqnlfCKQhdcJiSG0nttrcgEORsL63XH2bzk5-c3Ss-UQ9cSDo0U3pc_SPhDoadEsetJx5AgxfI1NtZ5A3N5M6O_0k2Z1KKoPLqk=m37,http://static.tamnhinso.info/posters/ookami_shoujo_to_kuro_ouji__wolf_girl_and_black_prince_.jpg,https://lh3.googleusercontent.com/Xeozs2gUbaTtQLT6vCKnLo7WyhivCyvuO9p-Yxn6NqnlfCKQhdcJiSG0nttrcgEORsL63XH2bzk5-c3Ss-UQ9cSDo0U3pc_SPhDoadEsetJx5AgxfI1NtZ5A3N5M6O_0k2Z1KKoPLqk=m18,https://lh3.googleusercontent.com/Xeozs2gUbaTtQLT6vCKnLo7WyhivCyvuO9p-Yxn6NqnlfCKQhdcJiSG0nttrcgEORsL63XH2bzk5-c3Ss-UQ9cSDo0U3pc_SPhDoadEsetJx5AgxfI1NtZ5A3N5M6O_0k2Z1KKoPLqk=m22,Ookami Shoujo To Kuro Ouji (Wolf Girl and Black Prince),Nhật Bản,1136
Nữ Hoàng Sa Mạc,2015,"
                  Queen of the Desert (Nữ Hoàng Sa Mạc) là một dự án phim độc lập do đạo diễn Werner Herzog chỉ đạo thực hiện. Bộ phim sẽ xoay quanh cuộc sống của Gertrude Bell - nhà văn, nhà khảo cổ học, nhà thám hiểm, nhà vẽ bản đồ và tùy viên chính trị của Đế chế Anh,....
                ",128 phút,"Tâm Lý,Chiến Tranh",,http://static.tamnhinso.info/posters/queen_of_the_desert.jpg,,,Queen Of The Desert,Mỹ,1137
Đội Săn Bắt Ma,2016,"
                  Chán chường với cuộc sống tẻ nhạt của mình, Louis quyết định đi săn ma cùng các bạn tại một căn nhà bỏ hoang ở vùng ngoại ô. Khi đến nơi, họ phát hiện ra nhiều hiện tượng kì bí. Nhưng liệu ma quỷ có phải là nguyên nhân thực sự, hay là có thứ gì đó nguy hiểm hơn đang lẩn quất xung quanh ?
                ",83 phút,Hài Hước,,http://static.tamnhinso.info/posters/ghost_team.jpg,,,Ghost Team,Mỹ,1138
Hàng Xóm Sát Nhân,2016,"
                  John miễn cưỡng tham gia đường dây ma túy của chú mình với hy vọng kiếm đủ tiền để cao chạy xa bay cùng với vơ là Roise. Nhưng vào đúng ngày họ quyết định bỏ đi , Roise bị gã hàng xóm bí hiểm bắt cóc . Để cứu vợ, John lẻn vào nhà hắn và phát hiện một bí mật dưới tầng hầm.
                ",87 phút,"Kinh Dị,Giật Gân",,http://static.tamnhinso.info/posters/the_neighbor.jpg,,,The Neighbor,Mỹ,1139
Tiểu Đội Cò Bay,2016,"
                  Ở phương Tây có một truyền thuyết là trẻ em trên thế giới không được sinh ra theo cách bình thường, mà được những con cò cắp trong một bọc vải và đem đến tận nhà cho những cặp vợ chồng. Trước đây có tương đối nhiều phim ảnh nhắc về truyền thuyết này và lần này, Storks được Warner Bros tập trung kể về “địch vụ vận chuyển” thú vị này. Trong phim, những chú cò được nâng cấp, sử dụng công nghệ hiện đại qua internet và trở thành những tập đoàn lớn nổi tiếng, bao trọn dịch vụ vận chuyển toàn cầu Corner store. Junior, chú cò sắp được thăng chức trong một lần sơ suất đã kích hoạt máy sản xuất trẻ em hàng loạt, tạo ra những trẻ em chưa được xác nhận. Để tránh bị sếp phát hiện, chú cùng cộng sự ""người"" của mình vận chuyển lũ trẻ này tới từng gia đình theo đúng cách truyền thống.
                ",89 phút,"Hoạt Hình,Hài Hước,Thuyết minh,Gia Đình",,http://static.tamnhinso.info/posters/storks.jpg,,,Storks,Mỹ,1140
Chiến Binh Xanh,2011,"
                  Green Lantern lần đầu xuất hiện năm 1940 trong comic của Bill Finger và họa sĩ Martin Nodell. Nhân vật chính là Hal Jordan, 1 phi công thử nghiệm, là 1 người bình thường cho đến khi có chiếc nhẫn đầy sức mạnh mà Abin Sur (1 người ngoài hành tinh) trước khi chết đã trao cho anh.
                ",84 phút,"Hoạt Hình,Viễn Tưởng,Phiêu Lưu",,http://static.tamnhinso.info/posters/green_lantern__emerald_knights.jpg,,,Green Lantern: Emerald Knights,Mỹ,1141
Huyết Chiến,2016,"
                  Phim Nguy Thành Tiêm Bá - The Deadly Reclaim - Call of Heroes 2016 thuộc thể loại võ thuật, hành động của đạo diễn Trần Mộc Thắng với sự góp mặt diễn xuất của Ngô Kinh, Cổ Thiên Lạc, Lưu Thanh Vân, Giang Sơ Ảnh, Bành Vu Yến, Khương Hạo Văn, Ngô Đình Diệp, Viên Tuyền, Liêu Khải Trí. Phim Nguy Thành Tiêm Bá - The Deadly Reclaim - Call of Heroes 2016 lấy bối cảnh vào thời kỳ loạn lạc, nội chiến liên miên, thiếu tướng Tào Thiếu Lân (Cổ Thiên Lạc) vì giết chết ba mạng người, liền bị Phổ thành do Dương Khắc Nan (Lưu Thanh Vân) đứng đầu bao vây đòi công đạo. Thượng tá của Tào gia – Trương Diệc (Ngô Kinh) biết chuyện, liền đem quân đến Phổ thành đòi người. Trong lúc đó, Trương Diệc gặp lại sư đệ Mã Phong (Bành Vu Yến) – có võ công cao cường, thấy chuyện bất bình ra tay tương trợ. Tình huynh đệ đối diện với chính nghĩa, Mã Phong phải lựa chọn như thế nào đây?
                ",120 phút,"Hành Động,Cổ Trang,Võ Thuật",,http://static.tamnhinso.info/posters/call_of_heroes.jpg,,,Call of Heroes,"Trung Quốc,Hồng Kông",1142
Kho Tàng Đẫm Máu,2016,"
                  Kho Tàng Đẫm Máu - Warrant The Rebo là một bộ phim kinh dị do Trung Quốc sản xuất xoay quanh câu chuyện về một nhóm người đang muốn khám phá kho tàng của vua Càng Long. Trong phim nhóm người này đã tìm được một tấm bảng đò và lần theo dấu vết của tấm bảng đò họ đã bước chân đến một vùng quê hẻo lánh với vô vàng những điều kỳ lạ huyền bí xảy ra. Những chuyện kỳ lạ mà nhóm bạn này gặp phải là gì và liệu thật sự có kho báu như họ nghỉ hay không mời các bạn đón xem bộ phim Kho Tàng Đẫm Máu - Warrant The Rebo để biết được những diễn biến tiếp theo của câu chuyện nhé. Chúc mọi người xem phim vui vẻ.
                ",90 phút,"Kinh Dị,Thuyết minh",https://lh3.googleusercontent.com/FG2qeJDf4iwDXruK9unTiM5W7PzC9kDhG2zMP-IuS4jZw8I5A0p69uYcQnlrwu91L4UcqTqLpJ_qppZ4oNRMTzka40cBM6-21oBcsiPMidfs5CXvB--78xufz-A8_9ZRozAeZgE_q_k=m37,http://static.tamnhinso.info/posters/warrant_the_reborn.jpg,https://lh3.googleusercontent.com/FG2qeJDf4iwDXruK9unTiM5W7PzC9kDhG2zMP-IuS4jZw8I5A0p69uYcQnlrwu91L4UcqTqLpJ_qppZ4oNRMTzka40cBM6-21oBcsiPMidfs5CXvB--78xufz-A8_9ZRozAeZgE_q_k=m18,https://lh3.googleusercontent.com/FG2qeJDf4iwDXruK9unTiM5W7PzC9kDhG2zMP-IuS4jZw8I5A0p69uYcQnlrwu91L4UcqTqLpJ_qppZ4oNRMTzka40cBM6-21oBcsiPMidfs5CXvB--78xufz-A8_9ZRozAeZgE_q_k=m22,Warrant The Reborn,Trung Quốc,1143
Kẻ Phản Bội,2016,"
                  Cuộc sống của Veronica và Percy bỗng đảo lộn khi người bạn cũ Freedgood ghé thăm. Từng yêu Veronica nhưng để mất cô vào tay Percy khi đi tù, lần này Freedgood quyết định lôi kéo cậu bạn thân vào con đường tội phạm và đồng thời tìm mọi cách quyến rũ người yêu của bạn mình.
                ",91 phút,"Giật Gân,Hình Sự",,http://static.tamnhinso.info/posters/blood_in_the_water.jpg,,,Blood In The Water,Mỹ,1144
Đêm Thanh Trừng 3: Năm Bầu Cử,2016,"
                  Đêm Thanh Trừng 3 là phần kết thúc cho series kinh dị trứ danh, kịch bản vẫn xoay quanh một đêm Thanh trừng mới, khi một nữ chính trị gia mẫn cán bị săn lùng bởi bọn sát thủ mang mặt nạ cùng những kẻ thù biến chất muốn ngăn ngừa cô đắc cử tổng thống.

Ngoài ra, yếu tố chính trị trong phần này cũng được đào sâu nhiều hơn, không còn là những cuộc chém giết và trả thù quy mô nhỏ lẻ nữa. Kết cục của phần cuối cũng sẽ quyết định được liệu “Ngày thanh trừng” có chấm dứt hoàn toàn hay không, đồng thời những kẻ giật dây tội ác trong hai phần trước cũng sẽ lộ mặt...
                ",109 phút,"Hành Động,Viễn Tưởng,Kinh Dị,Giật Gân,Thuyết minh",,http://static.tamnhinso.info/posters/the_purge__election_year.jpg,,,The Purge: Election Year,Mỹ,1145
Chuyến Đi Kỷ Niệm,2016,"
                  Yong Bi (Ji Soo), Sang Woo (Suho), Ji Gong (Ryoo Joon Yeol) và Doo Man (Kim Hee Chan) là bốn người bạn cùng 20 tuổi. Họ có chuyến di hai ngày một đêm đến Pohang vì Sang Woo chuẩn bị nhập ngũ. Ban đêm, họ uống rượu trên bãi biển và ngắm cảnh biển đêm. Vào lúc đó, những người bạn nhìn thấy một người phụ nữ đang bị đánh bởi một người đàn ông. Họ chạy lại để cứu cô.
                ",93 phút,"Tình Cảm,Tâm Lý,Giật Gân",,http://static.tamnhinso.info/posters/one_way_trip.jpg,,,One Way Trip,Hàn Quốc,1146
Nhân Viên Nhiệt Tình,2015,"
                  Bộ phim được chuyển thể từ tiểu thuyết cùng tên của nhà văn Lee Hye Rin kể về một cô gái tên là Do Ra Hee đã nộp đơn xin việc vào rất nhiều công ty nhưng vẫn không tìm được việc làm. May mắn thay, cuối cùng cô đã được nhận vào làm ở một tòa soạn báo. Cô bắt đầu làm việc với tư cách là phóng viên bộ phận giải trí. Nhưng rồi Do Ra Hee nhanh chóng phát hiện ra cô bị bao vây bởi một vô số rắc rối.
                ",106 phút,Hài Hước,,http://static.tamnhinso.info/posters/you_call_it_passion.jpg,,,You Call It Passion,Hàn Quốc,1147
Bà Chủ,2016,"
                  The Boss (Bà Chủ) kể về một nhà nữ doanh nhân rất giàu có, quyền lực đã bị bắt và nhận án tù sau một giao dịch trái phép. Sau đó cô quyết tâm xây dựng lại sự nghiệp nhưng không phải tất cả mọi người đều dễ dàng quên những chuyện đã xảy ra,….
                ",99 phút,Hài Hước,,http://static.tamnhinso.info/posters/the_boss.jpg,,,The Boss,Mỹ,1148
Thôi Thúc Sát Nhân,2016,"
                  Tại một thị trấn nhỏ, các vụ giết người lấy nội tạng liên tục xảy ra khiến dân chúng rất hoang mang. John, một thiếu niên 16 tuổi có đủ biểu hiện của một kẻ sát nhân hàng loạt. Để minh oan cho bản thân , cậu tự mình điều tra và sớm phát hiện ra hung thủ thực sự.
                ",104 phút,"Hành Động,Giật Gân",,http://static.tamnhinso.info/posters/i_am_not_a_serial_killer.jpg,,,I Am Not a Serial Killer,Anh,1149
Điềm Báo Tử Thần,2016,"
                  Halloran là một tổ chức bí mật chuyên thử nghiệm các thí nghiệm y khoa lâm sàng trên người. Lần này, họ tuyển dụng người với mức lương 2000$/2 ngày cuối tuần cho thử nghiệm giai đoạn 3 của một loại thuốc giúp tăng cường trí nhớ cho con người.

Trong những người tình nguyện, cô gái trẻ tên Kristen không may gặp tác dụng phụ cực kì hiếm của loại thuốc kể trên, nó làm cho Kristen có khả năng thấy được tương lai cái chết của những người xung quanh mình. Không may thay, trong cơ sở thử nghiệm lại xuất hiện một kẻ giết người hàng loạt đang âm mưu giết tất cả những ai có mặt ở đó. Liệu khả năng ""tiên tri"" của Kristen có giúp cô và mọi người sống sót cuộc thử nghiệm hay không? Bạn sẽ làm gì nếu biết trước khi nào mình chết?
                ",107 phút,Kinh Dị,,http://static.tamnhinso.info/posters/tell_me_how_i_die.jpg,,,Tell Me How I Die,Mỹ,1150
Đại Dịch Cúm,2013,"
                  Chuyến tàu chở những người vượt biên trái phép sang Hàn quốc không ngờ đang mang trong mình mầm mống hiểm họa khôn lường khi trong số người vượt biên có một người đang mang mầm bệnh dịch. Và điều gì đến đã đến! Những người trốn trong chiếc container trên tàu đều bị nhiễm bệnh mà chết, chỉ còn lại một người...

Kang Ji-Koo (Jang Hyuk) là nhân viên cứu hỏa cùng bác sĩ Kim In-Hae (Soo-Ae) phải nhanh chóng cấp cứu và tìm ra chủng loại virus có khả năng gây chết người chỉ sau 36 giờ nhiễm bệnh cùng với cách điều trị.

Và thời gian trở thành vấn đề cực đại khi Kim In Hae phát hiện ra chính con gái mình cũng đang mắc phải loại virus này.
                ",121 phút,"Hành Động,Tình Cảm,Giật Gân",,http://static.tamnhinso.info/posters/the_flu.jpg,https://lh3.googleusercontent.com/kpRlZRFYoMlSqiX0EppMgGEswtG2t92gi7eNRd1OrLR5VkhaDIw7EPhUVYyMhINVFc8sYkrPh2N35a86VM0KYb5o0oNx6yw-e89tmhmZII8EUrHqBAbXGJTKWGGg2SjWcHLQQaMryK4=m18,https://lh3.googleusercontent.com/kpRlZRFYoMlSqiX0EppMgGEswtG2t92gi7eNRd1OrLR5VkhaDIw7EPhUVYyMhINVFc8sYkrPh2N35a86VM0KYb5o0oNx6yw-e89tmhmZII8EUrHqBAbXGJTKWGGg2SjWcHLQQaMryK4=m22,The Flu,Hàn Quốc,1151
Lần Đầu Làm Chuyện Ấy,2015,"
                  Jérémie, 34 tuổi, một người đàn ông đồng tính, xuất hiện ngay bên cạnh Adna trong một căn hộ mà không ai biết đến, và Jérémie nhanh chóng phải lòng cô gái này. Adna là một cô nàng Thụy Điển xinh đẹp hấp dẫn và cũng cực hài hước. Câu chuyện cổ tích sẽ bắt đầu từ đây sao? Không có gì là có thể chắc chắn vì Jérémie phải kết hôn cùng Antoine - một người bạn đồng tính của mình từ 10 năm nay.
                ",90 phút,"Hài Hước,Tình Cảm,Tâm Lý",,http://static.tamnhinso.info/posters/toute_premi_re_fois.jpg,,,Toute Première Fois,Pháp,1152
Công Nghệ Nguy Hiểm,2016,"
                  - Mike Regan dường như là một người đàn ông hoàn hảo khi có tất cả mọi thứ trong tay: một gia đình hạnh phúc, một ngôi nhà thông minh hiện đại bậc nhất, và một công ty hàng đầu trong lĩnh vực cho thuê máy bay riêng. Mọi thứ tưởng như vô cùng lý tưởng cho đến một ngày con gái ông bị theo dõi, các thiết bị điện tử trong ngôi nhà bị đột nhập và tình thế trở nên nguy hiểm hơn bao giờ hết. Và người đứng sau tất cả những việc này chính là người quản lý IT của mình là Ed Porter mà Mike vô cùng tin tưởng.
- Với đầu óc của một kĩ sư IT hàng đầu cùng sự hận thù của mình, Ed Porter đã khiến cả gia đình và sự nghiệp Mike rơi vào vòng nguy hiểm khi hắn ta theo dõi nhất cử nhất động của Mike. Liệu mọi việc sẽ trở nên rắc rối thế nào khi toàn bộ thông tin mật sẽ được phát tán chỉ sau một cú nhấp chuột?
- Cuộc đấu trí giữa Mike và tên IT sẽ mang đến cho khán giả những giây phút hồi hộp, lo lắng xem lẫn kịch tính.
                ",95 phút,"Giật Gân,Hình Sự",,http://static.tamnhinso.info/posters/i_t_.jpg,,,I.T.,Mỹ,1153
Sứ Mệnh Nội Gián,2016,"
                  Trong Sứ Mệnh Nội Gián - Sứ Đồ Hành Giả bản điện ảnh, Đinh tỷ (Xa Thi Mạn) một lần nữa thâm nhập vào thế giới ngầm để tìm kiếm tung tích của 6 vị cảnh sát chìm (UC). Trong quá trình này, Đinh tỷ đụng độ 2 nhân vật máu mặt trong giới xã hội đen: Một là ông trùm ma túy có hành tung bất định (Cổ Thiên Lạc), hai là sát thủ máu lạnh không gì ngăn cản được mục tiêu của hắn (Trương Gia Huy).Trong lúc làm nhiệm vụ, Đinh tỷ được sự giúp đỡ của cấp trên tài ba là Q-Sir (Ngô Trấn Vũ). Quá trình điều tra của cô ngày càng phức tạp khi đột nhiên Đinh tỷ nhận được tin nhắn nặc danh cho biết UC thứ 6 có thể chính là nhân vật do Cổ Thiên Lạc và Trương Gia Huy thủ diễn.
                ",109 phút,"Hành Động,Giật Gân,Hình Sự,Thuyết minh",,http://static.tamnhinso.info/posters/line_walker.jpg,,,Line Walker,"Trung Quốc,Hồng Kông",1154
Vòng Lặp Thời Gian,2016,"
                  Bị mắc kẹt trong một phòng thí nghiệm về thời gian, một cặp vợ chồng mất phương hướng phải quyết chiến với nhóm cướp đeo mặt nạ đang cố lấy đi một nguồn năng lượng mà họ mới chế tác để có thể cứu nhân loại đang bị dịch bệnh lan tràn....
                ",88 phút,"Viễn Tưởng,Giật Gân",,http://static.tamnhinso.info/posters/arq.jpg,https://lh3.googleusercontent.com/S2ldWYtTLRdPxnvWxgmB8WnNqwbn6qTnrl5xq6S_qrbKqoD2z1pRaLIjs4Do3yAqv9cjg6cyxggnngzJiNjBBOrqN5a--tfN7YOuCn3ybT-HlCbgc3QDjOLnInD_YOh-YE_t0zAjteE=m18,https://lh3.googleusercontent.com/S2ldWYtTLRdPxnvWxgmB8WnNqwbn6qTnrl5xq6S_qrbKqoD2z1pRaLIjs4Do3yAqv9cjg6cyxggnngzJiNjBBOrqN5a--tfN7YOuCn3ybT-HlCbgc3QDjOLnInD_YOh-YE_t0zAjteE=m22,ARQ,Mỹ,1155
Long Quyền Tiểu Tử,2016,"
                  Nhóc tì siêu quậy Lâm Thu Nam với ước mơ trở thành siêu anh hùng cứu thế bị tất cả trường học ở Mỹ từ chối , buộc phải quay về Trung Quốc. Để bảo vệ người cậu yếu đuối, Thu Nam đã gây ra hàng tá trò dở khóc dở cười ở ngôi trường mới. Tuy nhiên cũng chính cậu đã ngăn chặn được  một âm mưu xấu xa nhờ võ công cao cường
                ",94 phút,"Hành Động,Võ Thuật,Thuyết minh",,http://static.tamnhinso.info/posters/kungfu_boys.jpg,,,KungFu Boys,Trung Quốc,1156
Sát Thủ Thợ Máy,2011,"
                  Arthur Bishop (Jason Statham) là một ""người thợ máy"" (mechanic) - một sát thủ chuyên nghiệp với những nguyên tắc khắt khe và tài năng thiên bẩm trong việc trừ khử mục tiêu mà không để lại dấu vết. Đó là một công việc yêu cầu sự hoàn hảo chuyên nghiệp đồng thời hoạt động theo một nhóm người, và Bishop là lựa chọn tốt nhất cho công việc này. Nhưng khi người thầy và người bạn thân Harry (Donald Sutherland) của anh bị giết hại, Bishop đã tách ra khỏi biệt đội.
Nhiệm vụ sắp tới của anh là do anh tự đề ra - anh muốn tất cả những người chịu trách nhiệm về cái chết của thầy và bạn anh phải chết. Nhiệm vụ càng trở nên phức tạp hơn khi Steve (Ben Foster), con trai của Harry gặp gỡ anh và cùng có chung mục tiêu trả thù, đồng thời Steve đề nghị muốn được cùng cộng tác với anh. Bishop luôn luôn hành động một mình nhưng anh không thể quay lưng lại với con trai của người bạn thân nhất...
                ",93 phút,"Hành Động,Giật Gân,Hình Sự",,http://static.tamnhinso.info/posters/the_mechanic.jpg,,,The Mechanic,Mỹ,1157
Chiến Hữu,2016,"
                  Phim Chiến Hữu - Compadres 2016 kể về một cảnh sát không hài lòng về việc bị buộc phải hợp tác với một cậu hacker tuổi teen để tìm ra tên tội phạm đã giết chính vợ hắn và phá hủy công trình của họ
                ",101 phút,"Hành Động,Hài Hước",,http://static.tamnhinso.info/posters/compadres.jpg,,,Compadres,Mỹ,1158
Rầm Tháng Bảy 2: Hiện Tại Và Quá Khứ,2016,"
                  Chuyện phim Rằm Tháng Bảy 2: Quá Khứ & Hiện Tại kể về những sự kiện quái dị xảy ra sau khi cô sinh viên Diệp Ly và những thành viên của nhóm sinh viên trong trường nghiên cứu hiện tượng siêu nhiên cùng nhau quay những đoạn phim về đề tài gọi hồn rùng rợn. Cả nhóm thường tụ tập để chơi các trò chơi Bút Tiên hay triệu hồi Đầm Bích – mụ phù thủy thời Trung cổ ở Châu Âu. … và ghi hình lại rồi sau đó phát tán các đoạn phim này trên mạng. Để tăng tính hấp dẫn của đoạn phim, nhóm trưởng quyết định vào buổi tối của ngày rằm tháng bảy âm lịch, cả nhóm đặt chân đến ngôi nhà cổ bỏ hoang từ thời nhà Thanh – nơi có những bối cảnh quay rợn người nhất.
…Và tại nơi đó, họ sẽ dùng “mười cách gặp ma” để gọi dậy những oan hồn đang ngủ yên trong đó … Nhưng thực tế là, ngay từ lúc cả nhóm bước vào ngôi nhà cổ, nỗi ám ảnh của sự kinh hoàng và cái chết đã từ từ, từ từ bám theo họ, như hình với bóng, để rồi từng thành viên trong nhóm cảm nhận những hiện tượng kz quái trong thế giới siêu nhiên … cũng chính lúc có thành viên thì bị ma hù, được diện kiến ma, và hơn cả là “ma chạm vào người lạnh như băng”…Bí mật dần hé lộ và hơn cả vong hồn là có thật trở về từ cõi âm thiêng để kêu oan – điều mà cả nhóm chưa bao giờ tin.
                ",89 phút,"Kinh Dị,Thuyết minh",,http://static.tamnhinso.info/posters/past_and_present.jpg,,,Past And Present,Trung Quốc,1159
